metric,model_id,capability_id,capability_level,n,mean,std,cv,median,min,max,range,desired_direction_rate,direction_agreement,direction_unanimous,mean_approximate_within_seed_task_se,seed_sd_to_task_se_ratio
capability_effect_nrmse,Timer-3.5,trend,5,10,0.21781574015214877,0.008127541024588146,0.03731383700237132,0.21587555739596365,0.20534077469062248,0.23283956030499633,0.027498785614373855,1.0,1.0,True,0.09478540929339505,0.08574675242927393
capability_effect_nrmse,Timer-4.0,common_factor,1,10,0.39274736096552104,0.022091034047841598,0.0562474410866403,0.3883236170838161,0.36407851804057034,0.43974853594066615,0.07567001790009581,1.0,1.0,True,0.08509569102053069,0.2596022640266448
capability_effect_nrmse,Timer-4.0,common_factor,2,10,0.37298847437404564,0.019686315465695388,0.05277995653547534,0.3737327449444362,0.3416082129639489,0.40996151539124276,0.06835330242729387,1.0,1.0,True,0.09490651169006999,0.2074285011125865
capability_effect_nrmse,Timer-4.0,common_factor,3,10,0.3328220157773289,0.018029381620238965,0.05417124098034829,0.33688749545086655,0.3088389880583714,0.3574586753789902,0.048619687320618776,1.0,1.0,True,0.09288992668307902,0.19409404511375533
capability_effect_nrmse,Timer-4.0,common_factor,4,10,0.2960825949511337,0.02189407743896845,0.07394584420803901,0.2907755787721433,0.2570150263928384,0.3299154252886972,0.07290039889585881,1.0,1.0,True,0.0887151613929829,0.2467907074190388
capability_effect_nrmse,Timer-4.0,common_factor,5,10,0.25688148403732625,0.01609813154489508,0.06266754338181858,0.2563598800670611,0.23428545805908085,0.2854667177557461,0.05118125969666526,1.0,1.0,True,0.07957409644926633,0.20230366743980166
capability_effect_nrmse,Timer-4.0,covariate_impulse_response,1,10,1.3749498126699964,0.224033387366608,0.16293931989529173,1.3779102151561458,0.9152885813927892,1.747647943400585,0.8323593620077957,0.1,0.9,False,0.671724243405935,0.33351987748821005
capability_effect_nrmse,Timer-4.0,covariate_impulse_response,2,10,0.9312310980833244,0.16847472331455773,0.1809161266857553,0.9077925239862559,0.6456286020308856,1.1937102911161757,0.5480816890852901,0.7,0.7,False,0.41197389765522424,0.4089451401495153
capability_effect_nrmse,Timer-4.0,covariate_impulse_response,3,10,0.6611656755601332,0.1445433837147822,0.21861900739527418,0.6075819837970728,0.5210230889039393,0.9164032121329297,0.3953801232289904,1.0,1.0,True,0.2654928569882124,0.5444341718059849
capability_effect_nrmse,Timer-4.0,covariate_impulse_response,4,10,0.47022495360947447,0.11157804602435047,0.2372865267312396,0.445742082164335,0.3752545958727524,0.7128002496371106,0.33754565376435824,1.0,1.0,True,0.16946179042195594,0.6584259835006092
